Primary-general indicator,Candidate ID,Chamber Endorsed?,Main Street Endorsed?,Tea Party Endorsed?,House Freedom Support?,Koch Support?,Club for Growth Endorsed?,Susan B. Anthony Endorsed?,Right to Life Endorsed?,NRA Endorsed?,Great America Endorsed?,Bannon Endorsed?,Trump Endorsed?,Rep Party Support?,No Labels Support?,VoteVets Endorsed?,WFP Endorsed?,Indivisible Endorsed?,PCCC Endorsed?,Justice Dems Endorsed?,Our Revolution Endorsed?,Sanders Endorsed?,Warren Endorsed? ,Biden Endorsed?,Guns Sense Candidate?,Emily Endorsed?,Party Support?,Obama Alum?,STEM?,Self-Funder?,Elected Official?,LGBTQ?,Veteran?,Race,Won Primary,Primary %,Partisan Lean,General Status,Primary Runoff Status,Primary Status,Race Primary Election Date,Race Type,Office Type,District,State,Avg Donation Size
P2018,H6CA23206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,34.25,-25.379999,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 23,CA,1000.0
P2018,H8TN07100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0,37.889999,-40.209999,None,None,Lost,8/2/18,Regular,Representative,U.S. House Tennessee District 7,TN,1535.7142857142858
P2018,H8CA51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.22,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 51,CA,302.0
P2018,S8NM00200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Senator,U.S. Senate New Mexico,NM,2166.6666666666665
P2018,H8PA03126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,24.92,-18.73,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 16,PA,5000.0
P2018,H8WA08163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,White,0,0.0,0.12,None,None,Lost,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,4500.0
P2018,H8TX02117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.03,0.0,None,Lost,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 2,TX,2654.7619047619046
P2018,H2AZ09035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.4,0.0,On the Ballot,None,Advanced,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,7857.0
P2018,H8NY11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,62.650002,-8.8100004,On the Ballot,None,Advanced,6/26/18,Regular,Representative,U.S. House New York District 11,NY,1661.6333333333334
P2018,S8NV00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,77.110001,0.94999999,On the Ballot,None,Advanced,6/12/18,Regular,Senator,U.S. Senate Nevada,NV,2249.0564102564103
P2018,S8MT00234,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.82,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Senator,U.S. Senate Montana,MT,8960.54375
P2018,H8WA08205,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.09,0.0,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,3726.5887096774195
P2018,H8TX21307,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.06,0.0,On the Ballot,Advanced,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,6172.708333333333
P2018,H8OH12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.700001,-13.63,None,None,Lost,5/8/18,Special,Representative,U.S. House Ohio District 12,OH,113.66666666666667
P2018,H8MI11262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Nonwhite,0,19.5,-7.179999799999999,None,None,Lost,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,8749.727272727272
P2018,H8CA26114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.04,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 26,CA,1000.0
P2018,S8PA00239,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.81,0.0,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 14,PA,527.5770065075922
P2018,H8TX32148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,White,0,18.35,-4.98,None,Lost,Advanced,3/6/18,Regular,Representative,U.S. House Texas District 32,TX,1800.0
P2018,H8NH01160,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0.0,None,None,Lost,9/11/18,Regular,Representative,U.S. House New Hampshire District 1,NH,3045.4545454545455
P2018,H8VA09058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,21.360001,-40.709999,None,None,Lost,6/12/18,Regular,Representative,U.S. House Virginia District 9,VA,250.0
P2018,H8TX21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,0.0,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,2375.0
P2018,H8WV02107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0,37.43,-35.330002,None,None,Lost,5/8/18,Regular,Representative,U.S. House West Virginia District 2,WV,3333.3333333333335
P2018,H8OH02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,54.200001,-17.360001,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Ohio District 2,OH,1100.0
P2018,H8MA06133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,9/4/18,Regular,Representative,U.S. House Massachusetts District 6,MA,500.0
P2018,H8PA04090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,36.330002,-10.86,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 10,PA,3500.0
P2018,H8WV02115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,1,62.57,-35.330002,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House West Virginia District 2,WV,1812.5
P2018,H8AZ01237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0.0,None,None,Lost,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,2314.086956521739
P2018,H8PA07119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,White,0,10.24,25.540001,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,81.0
P2018,H8TX05094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,0.0,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,9509.15
P2018,H8NJ02216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House New Jersey District 2,NJ,6140.0
P2018,H8MI08102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,White,1,70.900002,-8.3299999,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Michigan District 8,MI,2238.962121212121
P2018,H8AZ01229,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0.0,None,None,Lost,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,3305.1666666666665
P2018,H8PA18157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,19.040001,-28.709999,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 14,PA,5000.0
P2018,H8VA07094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,White,1,72.68,-10.03,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Virginia District 7,VA,2922.5
P2018,H8NV04042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,Nonwhite,0,15.24,3.8199999,None,None,Lost,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,2205.8823529411766
P2018,H8IL15056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,37.900002,-44.630001,None,None,Lost,3/20/18,Regular,Representative,U.S. House Illinois District 15,IL,500.0
P2018,H8MN08043,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.7,0.0,On the Ballot,None,Advanced,8/14/18,Regular,Representative,U.S. House Minnesota District 8,MN,2324.0963855421687
P2018,H8MI11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,1,27.0,-7.179999799999999,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,4834.958333333333
P2018,H8TX21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0.0,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,7416.666666666667
P2018,H6AZ03112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0.0,None,None,Lost,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,1250.5
P2018,H8IN08141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,100.0,-32.509998,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Indiana District 8,IN,1750.0
P2018,H8CA39182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,White,0,20.440001,2.99,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 39,CA,1666.6666666666667
P2018,H8AZ08083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nonwhite,1,60.220001,-24.559999,On the Ballot,None,Advanced,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,1374.608
P2018,H8MI13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Nonwhite,1,33.200001,60.720001,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Michigan District 13,MI,2443.769230769231
P2018,H8WI03103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,8/14/18,Regular,Representative,U.S. House Wisconsin District 3,WI,2333.3333333333335
P2018,H8IN03076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,79.099998,-35.48,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Indiana District 3,IN,1375.0
P2018,H8KS02157,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0.0,None,None,Lost,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,3751.190476190476
P2018,H8PA15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0.0,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2500.0
P2018,H8CA35115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House California District 35,CA,171.0
P2018,H8MO02208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,41.700001,-14.18,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Missouri District 2,MO,3250.0
P2018,H8NV04018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.1999998,3.8199999,None,None,Lost,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,871.6666666666666
P2018,H8VA06070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,White,0,27.190001,-25.959999,None,None,Lost,6/12/18,Regular,Representative,U.S. House Virginia District 6,VA,250.0
P2018,S8WI00224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,0.0,On the Ballot,None,Advanced,8/14/18,Regular,Senator,U.S. Senate Wisconsin,WI,65699.32432432432
P2018,H8FL06148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.4,0.0,On the Ballot,None,Advanced,8/28/18,Regular,Representative,U.S. House Florida District 6,FL,22192.085714285713
P2018,H8FL06122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0.0,None,None,Lost,8/28/18,Regular,Representative,U.S. House Florida District 6,FL,27611.470588235294
P2018,S6AZ00233,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0.0,None,None,Lost,8/28/18,Regular,Senator,U.S. Senate Arizona,AZ,86076.24489795919
P2018,H8KS02199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.2,0.0,On the Ballot,None,Advanced,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,35890.242424242424
P2018,H8IN09107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,White,1,66.400002,-26.83,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House Indiana District 9,IN,2387.878787878788
P2018,H8NC06079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,77.199997,-16.73,On the Ballot,None,Advanced,5/8/18,Regular,Representative,U.S. House North Carolina District 6,NC,1000.0
P2018,H8NJ11217,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.04,0.0,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House New Jersey District 11,NJ,6542.391304347826
P2018,H6PA16338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,31.290001,-32.029999,None,None,Lost,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2500.0
P2018,H8KS03122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,White,0,33.900002,-4.0100002,None,None,Lost,8/7/18,Regular,Representative,U.S. House Kansas District 3,KS,12376.96
P2018,H8NJ04188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,57.200001,-16.01,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House New Jersey District 4,NJ,1916.6666666666667
P2018,H8AZ08059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,White,0,39.720001,-24.559999,None,None,Lost,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,1141.6666666666667
P2018,H8TX07132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,19.16,-6.809999900000001,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 7,TX,1916.6666666666667
P2018,H8VA10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,White,1,41.889999,4.6900001,On the Ballot,None,Advanced,6/12/18,Regular,Representative,U.S. House Virginia District 10,VA,3041.176470588235
P2018,H8PA15229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,White,1,33.450001,0.07,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 7,PA,9442.3
P2018,H8MT01232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33.52,-21.41,On the Ballot,None,Advanced,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,1125.0
P2018,H8SC07063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Nonwhite,1,41.299999,-19.23,On the Ballot,Advanced,Advanced,6/12/18,Regular,Representative,U.S. House South Carolina District 7,SC,500.0
P2018,S8UT00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,1,100.0,-28.1,On the Ballot,None,Advanced,6/26/18,Regular,Senator,U.S. Senate Utah,UT,3615.3846153846152
P2018,H8TN06144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,22.059999,-49.110001,None,None,Lost,8/2/18,Regular,Representative,U.S. House Tennessee District 6,TN,89.44444444444444
P2018,H8PA11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,40.549999,-32.029999,On the Ballot,None,Advanced,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2264.705882352941
P2018,H8CA24150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63,0.0,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 24,CA,6833.333333333333
P2018,H8TX05136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42,0.0,None,None,Lost,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,12439.333333333334
P2018,H8IL10123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0.0,None,None,Lost,3/20/18,Regular,Representative,U.S. House Illinois District 10,IL,3000.0
P2018,H8NJ02141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,19.200001,-3.96,None,None,Lost,6/5/18,Regular,Representative,U.S. House New Jersey District 2,NJ,2875.0
P2018,H8CA48050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,White,0,1.6,-4.1799998,None,None,Lost,6/5/18,Regular,Representative,U.S. House California District 48,CA,250.0
