Primary-general indicator,Candidate ID,Chamber Endorsed?,Main Street Endorsed?,Tea Party Endorsed?,House Freedom Support?,Koch Support?,Club for Growth Endorsed?,Susan B. Anthony Endorsed?,Right to Life Endorsed?,NRA Endorsed?,Great America Endorsed?,Bannon Endorsed?,Trump Endorsed?,Rep Party Support?,No Labels Support?,VoteVets Endorsed?,WFP Endorsed?,Indivisible Endorsed?,PCCC Endorsed?,Justice Dems Endorsed?,Our Revolution Endorsed?,Sanders Endorsed?,Warren Endorsed? ,Biden Endorsed?,Guns Sense Candidate?,Emily Endorsed?,Party Support?,Obama Alum?,STEM?,Self-Funder?,Elected Official?,LGBTQ?,Veteran?,Race,Won Primary,Primary %,Partisan Lean,General Status,Primary Runoff Status,Primary Status,Race Primary Election Date,Race Type,Office Type,District,State,Largest Donation Size
P2018,H8ME02185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,46.419998,-8.130000099999998,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Maine District 2,ME,5000
P2018,H8FL17046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,0.0,0,0,0,8/28/18,Regular,Representative,U.S. House Florida District 17,FL,147375
P2018,H8TX05144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.97,0.0,On the Ballot,1,1,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,83000
P2018,H8CA07056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.15,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 7,CA,6145
P2018,H8MA03114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,9/4/18,Regular,Representative,U.S. House Massachusetts District 3,MA,5000
P2018,H6NY02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Nonwhite,0,41.639999,-8.2600002,0,0,0,6/26/18,Regular,Representative,U.S. House New York District 2,NY,2500
P2018,H8MI11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,0,21.799999,-7.179999799999999,0,0,0,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,15820
P2018,H8MI11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nonwhite,0,21.299999,-7.179999799999999,0,0,0,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,5000
P2018,H8NM01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Nonwhite,1,40.59,13.77,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House New Mexico District 1,NM,100000
P2018,H8WA08239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,White,0,0.0,0.12,0,0,0,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,5000
P2018,H8OH16108,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.78,0.0,0,0,0,5/8/18,Regular,Representative,U.S. House Ohio District 16,OH,56500
P2018,H8AL03054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,65.739998,-33.66,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House Alabama District 3,AL,5000
P2018,H8IN02169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,White,1,41.700001,-23.43,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Indiana District 2,IN,5000
P2018,H8CA45155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Nonwhite,0,4.1500001000000015,-1.4299999,0,0,0,6/5/18,Regular,Representative,U.S. House California District 45,CA,5000
P2018,H8NV03119,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0.0,0,0,0,6/12/18,Regular,Representative,U.S. House Nevada District 3,NV,37250
P2018,H8CA10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,White,1,35.57,0.62,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 10,CA,5000
P2018,H8NV04059,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.41,0.0,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,5000
P2018,H8CA49082,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.93,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 49,CA,180486
P2018,H8NJ11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nonwhite,0,14.5,-4.6599998,0,0,0,6/5/18,Regular,Representative,U.S. House New Jersey District 11,NJ,5000
P2018,H8IA01128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,0,19.120001,-1.73,0,0,0,6/5/18,Regular,Representative,U.S. House Iowa District 1,IA,1100
P2018,H8MT00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.709999,-21.41,0,0,0,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,5000
P2018,H8CA16065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 16,CA,5000
P2018,H8CA51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.39,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 51,CA,1000
P2018,H6MD06212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.76,0.0,On the Ballot,0,1,6/26/18,Regular,Representative,U.S. House Maryland District 6,MD,37500
P2018,H8TX27056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Nonwhite,1,23.299999,-25.809999,On the Ballot,1,1,3/6/18,Regular,Representative,U.S. House Texas District 27,TX,500
P2018,H8OK05109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.84,-17.18,0,On the Ballot,1,6/26/18,Regular,Representative,U.S. House Oklahoma District 5,OK,5000
P2018,H8PA06087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,White,1,100.0,5.2399998,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 6,PA,5000
P2018,S8MN00586,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0,0.0,On the Ballot,0,1,8/14/18,Special,Senator,U.S. Senate Minnesota,MN,10000
P2018,H8TN02176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,White,1,72.410004,-38.18,On the Ballot,0,1,8/2/18,Regular,Representative,U.S. House Tennessee District 2,TN,70
P2018,H8CA39224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House California District 39,CA,188471
P2018,H8TX23147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nonwhite,0,14.98,-0.63,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 23,TX,29575
P2018,S8WA00319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.31,0.0,On the Ballot,0,1,8/7/18,Regular,Senator,U.S. Senate Washington,WA,5000
P2018,H8TX21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0.0,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,46750
P2018,H6NJ07151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,19.1,-3.26,0,0,0,6/5/18,Regular,Representative,U.S. House New Jersey District 7,NJ,145
P2018,H8CA49074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,White,0,31.09,1.42,0,0,0,6/5/18,Regular,Representative,U.S. House California District 49,CA,498792
P2018,H8IA04114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,0,31.92,-25.110001,0,0,0,6/5/18,Regular,Representative,U.S. House Iowa District 4,IA,1000
P2018,S8MI00372,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.7,0.0,On the Ballot,0,1,8/7/18,Regular,Senator,U.S. Senate Michigan,MI,105000
P2018,H8CA22139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,1,78.83000200000002,-13.41,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 22,CA,5000
P2018,H8SD01055,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.81,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House South Dakota At-large District,SD,29920
P2018,H8GA12078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,1,52.860001,-17.629998999999994,On the Ballot,0,1,5/22/18,Regular,Representative,U.S. House Georgia District 12,GA,5000
P2018,H8MI13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nonwhite,1,37.700001,60.720001,On the Ballot,0,1,8/7/18,Special,Representative,U.S. House Michigan District 13,MI,5000
P2018,H8KS02181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.0,0,0,0,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,1000
P2018,H8PA13125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.02,0.0,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 13,PA,219000
P2018,H8OH12263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88,0.0,0,0,0,5/8/18,Regular,Representative,U.S. House Ohio District 12,OH,48458
P2018,H8TN07068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,62.110001,-40.209999,On the Ballot,0,1,8/2/18,Regular,Representative,U.S. House Tennessee District 7,TN,112
P2018,H8GA06369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,26.25,-9.4799995,0,0,0,5/22/18,Regular,Representative,U.S. House Georgia District 6,GA,12625
P2018,H8CA48076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,White,0,37.439999,-4.1799998,0,0,0,6/5/18,Regular,Representative,U.S. House California District 48,CA,300000
P2018,H8IL12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,White,1,81.0,-13.26,On the Ballot,0,1,3/20/18,Regular,Representative,U.S. House Illinois District 12,IL,5000
P2018,S8UT00242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.73,0.0,0,0,0,6/26/18,Regular,Senator,U.S. Senate Utah,UT,50000
P2018,H8CA49066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,White,0,8.75,1.42,0,0,0,6/5/18,Regular,Representative,U.S. House California District 49,CA,5000
P2018,H8MI11270,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0,0,0,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,5000
P2018,H8MT00119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.15,-21.41,0,0,0,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,18205
P2018,H8PA05295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,1000
P2018,H8CA39240,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.79,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 39,CA,120000
P2018,H8PA16078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,White,1,100.0,-27.51,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 11,PA,2500
P2018,H8PA05279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Nonwhite,0,3.99,25.540001,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,5000
P2018,H8TX21190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,White,1,29.030001,-15.51,On the Ballot,1,1,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,5000
P2018,H8SD01063,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House South Dakota At-large District,SD,119074
P2018,H8CA04244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,5.25,-18.16,0,0,0,6/5/18,Regular,Representative,U.S. House California District 4,CA,700
P2018,H6NV04020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,66.910004,-3.0799999,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Nevada District 3,NV,5000
P2018,H8AZ08158,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.77,0.0,On the Ballot,0,1,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,20193
P2018,H8MI09118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,52.5,7.139999900000001,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Michigan District 9,MI,39588
P2018,H8CA49058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,White,1,34.400002,1.42,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 49,CA,86200
P2018,H6PA07113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,6.98,25.540001,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,2700
P2018,H8CA39307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House California District 39,CA,20579
P2018,H6FL09195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,8/28/18,Regular,Representative,U.S. House Florida District 9,FL,5000
P2018,S8MA00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0.0,0,0,0,9/4/18,Regular,Senator,U.S. Senate Massachusetts,MA,5000
P2018,H8MI09134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,White,0,42.400002,7.139999900000001,0,0,0,8/7/18,Regular,Representative,U.S. House Michigan District 9,MI,5000
P2018,H8CA09144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 9,CA,1000
P2018,H8KS04088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,34.700001,-29.309999,0,0,0,8/7/18,Regular,Representative,U.S. House Kansas District 4,KS,1000
P2018,H8MI06155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,White,1,37.299999,-9.1800003,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Michigan District 6,MI,5000
P2018,H8AZ08133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,0.0,0,0,0,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,37023
P2018,H8PA07184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,White,0,15.31,25.540001,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,60000
P2018,H8VA02111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,White,1,62.330002,-5.6599998,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Virginia District 2,VA,5000
P2018,H8CA10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Nonwhite,0,19.17,0.62,0,0,0,6/5/18,Regular,Representative,U.S. House California District 10,CA,41000
P2018,H8NJ07223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,66.800003,-3.26,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House New Jersey District 7,NJ,5000
P2018,H8NC13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,White,1,70.139999,-11.28,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House North Carolina District 13,NC,5000
P2018,H8MD06150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,White,0,10.3,11.89,0,0,0,6/26/18,Regular,Representative,U.S. House Maryland District 6,MD,5000
P2018,H8NY21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,-11.43,0,0,0,6/26/18,Regular,Representative,U.S. House New York District 21,NY,250
P2018,H8TN06086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0.0,0,0,0,8/2/18,Regular,Representative,U.S. House Tennessee District 6,TN,15189
P2018,H8IL06121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,White,0,26.799999,0.67000002,0,0,0,3/20/18,Regular,Representative,U.S. House Illinois District 6,IL,57699
P2018,H8UT04053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,White,1,100.0,-16.809998999999998,On the Ballot,0,1,6/26/18,Regular,Representative,U.S. House Utah District 4,UT,5000
P2018,H8NE01081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,66.099998,-22.66,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Nebraska District 1,NE,250
P2018,H8KY06164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,48.66,-17.41,On the Ballot,0,1,5/22/18,Regular,Representative,U.S. House Kentucky District 6,KY,55000
P2018,H8NC08083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,56.099998,-16.360001,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House North Carolina District 8,NC,5000
P2018,S8AZ00221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.0,0.0,On the Ballot,0,1,8/28/18,Regular,Senator,U.S. Senate Arizona,AZ,815379
P2018,H8MD06143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Nonwhite,0,30.700001,11.89,0,0,0,6/26/18,Regular,Representative,U.S. House Maryland District 6,MD,21997
P2018,H8FL07062,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.9,0.0,On the Ballot,0,1,8/28/18,Regular,Representative,U.S. House Florida District 7,FL,5000
P2018,H8NY11139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nonwhite,0,3.78,-8.8100004,0,0,0,6/26/18,Regular,Representative,U.S. House New York District 11,NY,5000
P2018,H8AZ08174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.82,0.0,0,0,0,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,75004
P2018,H8PA15278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,0,30.15,0.07,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 7,PA,106599
P2018,H8CA04210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,49.099998,-18.16,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 4,CA,5000
P2018,H8NV03218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56,0.0,0,0,0,6/12/18,Regular,Representative,U.S. House Nevada District 3,NV,21250
P2018,H8TX07116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,White,0,24.34,-6.809999900000001,0,0,1,3/6/18,Regular,Representative,U.S. House Texas District 7,TX,5000
P2018,H8OH16181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,15.54,-17.030001000000002,0,0,0,5/8/18,Regular,Representative,U.S. House Ohio District 16,OH,5000
P2018,H8CA53084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.73,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 53,CA,321
P2018,H8OR02179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,23.68,-21.68,0,0,0,5/15/18,Regular,Representative,U.S. House Oregon District 2,OR,1000
P2018,H8OH15134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,63.540001,-15.48,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Ohio District 15,OH,5000
P2018,H8CA39232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House California District 39,CA,174882
P2018,H8NM02073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House New Mexico District 2,NM,20000
