Primary-general indicator,Candidate ID,Chamber Endorsed?,Main Street Endorsed?,Tea Party Endorsed?,House Freedom Support?,Koch Support?,Club for Growth Endorsed?,Susan B. Anthony Endorsed?,Right to Life Endorsed?,NRA Endorsed?,Great America Endorsed?,Bannon Endorsed?,Trump Endorsed?,Rep Party Support?,No Labels Support?,VoteVets Endorsed?,WFP Endorsed?,Indivisible Endorsed?,PCCC Endorsed?,Justice Dems Endorsed?,Our Revolution Endorsed?,Sanders Endorsed?,Warren Endorsed? ,Biden Endorsed?,Guns Sense Candidate?,Emily Endorsed?,Party Support?,Obama Alum?,STEM?,Self-Funder?,Elected Official?,LGBTQ?,Veteran?,Race,Won Primary,Primary %,Partisan Lean,General Status,Primary Runoff Status,Primary Status,Race Primary Election Date,Race Type,Office Type,District,State,Tot Donation Size
P2018,S8WI00216,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9,0.0,0,0,0,8/14/18,Regular,Senator,U.S. Senate Wisconsin,WI,8414480
P2018,H8KS03114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,14.3,-4.0100002,0,0,0,8/7/18,Regular,Representative,U.S. House Kansas District 3,KS,21954
P2018,H8CA48043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,3.01,-4.1799998,0,0,0,6/5/18,Regular,Representative,U.S. House California District 48,CA,59
P2018,H8TN01079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,1,100.0,-57.029999,On the Ballot,0,1,8/2/18,Regular,Representative,U.S. House Tennessee District 1,TN,5750
P2018,H8MO02216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,White,0,25.200001,-14.18,0,0,0,8/7/18,Regular,Representative,U.S. House Missouri District 2,MO,7500
P2018,H6CA24246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,5.54,2.02,0,0,0,6/5/18,Regular,Representative,U.S. House California District 25,CA,67
P2018,H8SC05174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,59.959999,-19.280001,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House South Carolina District 5,SC,29250
P2018,H8CA48159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,White,0,4.4899998,-4.1799998,0,0,0,6/5/18,Regular,Representative,U.S. House California District 48,CA,5000
P2018,H8CA42228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,76.019997,-15.31,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 42,CA,1059
P2018,H8NY01163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,-11.63,0,0,0,6/26/18,Regular,Representative,U.S. House New York District 1,NY,1100
P2018,H8VA10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,3.76,4.6900001,0,0,0,6/12/18,Regular,Representative,U.S. House Virginia District 10,VA,70000
P2018,H8KY01082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,25.4,-47.48,0,0,0,5/22/18,Regular,Representative,U.S. House Kentucky District 1,KY,600
P2018,S8MI00414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,0.0,0,0,0,8/7/18,Regular,Senator,U.S. Senate Michigan,MI,241500
P2018,H8ID01173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,0.0,0,0,0,5/15/18,Regular,Representative,U.S. House Idaho District 1,ID,1000
P2018,S8MO00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0.0,0,0,0,8/7/18,Regular,Senator,U.S. Senate Missouri,MO,6000
P2018,H8CA25082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,White,0,13.24,2.02,0,0,0,6/5/18,Regular,Representative,U.S. House California District 25,CA,3500
P2018,H8KY04144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,37.529999,-36.610001,0,0,0,5/22/18,Regular,Representative,U.S. House Kentucky District 4,KY,1000
P2018,H8OH07131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.799999,-27.18,0,0,0,5/8/18,Regular,Representative,U.S. House Ohio District 7,OH,2740
P2018,H8TX05128,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.95,0.0,0,0,1,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,135033
P2018,H8OH01118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Nonwhite,1,100.0,-9.0100002,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Ohio District 1,OH,75792
P2018,H8CA52102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.28,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 52,CA,7184
P2018,H8PA09081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,0,28.16,-32.029999,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2000
P2018,H8CA42244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,23.98,-15.31,0,0,0,6/5/18,Regular,Representative,U.S. House California District 42,CA,250
P2018,H8NY21344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91,-11.43,0,0,0,6/26/18,Regular,Representative,U.S. House New York District 21,NY,2500
P2018,S8NE00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,63.68,-26.76,On the Ballot,0,1,5/15/18,Regular,Senator,U.S. Senate Nebraska,NE,71600
P2018,H8PA08141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,White,0,35.330002,-0.63,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 1,PA,148497
P2018,H6CA23206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,34.25,-25.379999,0,0,0,6/5/18,Regular,Representative,U.S. House California District 23,CA,1000
P2018,H8TN07100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0,37.889999,-40.209999,0,0,0,8/2/18,Regular,Representative,U.S. House Tennessee District 7,TN,10750
P2018,H8CA51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.22,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House California District 51,CA,906
P2018,S8NM00200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,6/5/18,Regular,Senator,U.S. Senate New Mexico,NM,6500
P2018,H8PA03126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,24.92,-18.73,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 16,PA,5000
P2018,H8WA08163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,White,0,0.0,0.12,0,0,0,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,31500
P2018,H8TX02117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.03,0.0,0,0,1,3/6/18,Regular,Representative,U.S. House Texas District 2,TX,55750
P2018,H2AZ09035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.4,0.0,On the Ballot,0,1,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,219996
P2018,H8NY11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,62.650002,-8.8100004,On the Ballot,0,1,6/26/18,Regular,Representative,U.S. House New York District 11,NY,99698
P2018,S8NV00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,77.110001,0.94999999,On the Ballot,0,1,6/12/18,Regular,Senator,U.S. Senate Nevada,NV,438566
P2018,S8MT00234,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.82,0.0,On the Ballot,0,1,6/5/18,Regular,Senator,U.S. Senate Montana,MT,1433687
P2018,H8WA08205,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.09,0.0,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Washington District 8,WA,462097
P2018,H8TX21307,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.06,0.0,On the Ballot,1,1,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,740725
P2018,H8OH12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.700001,-13.63,0,0,0,5/8/18,Special,Representative,U.S. House Ohio District 12,OH,682
P2018,H8MI11262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Nonwhite,0,19.5,-7.179999799999999,0,0,0,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,96247
P2018,H8CA26114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.04,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 26,CA,1000
P2018,S8PA00239,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.81,0.0,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 14,PA,243213
P2018,H8TX32148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,White,0,18.35,-4.98,0,0,1,3/6/18,Regular,Representative,U.S. House Texas District 32,TX,9000
P2018,H8NH01160,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0.0,0,0,0,9/11/18,Regular,Representative,U.S. House New Hampshire District 1,NH,33500
P2018,H8VA09058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,21.360001,-40.709999,0,0,0,6/12/18,Regular,Representative,U.S. House Virginia District 9,VA,250
P2018,H8TX21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,0.0,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,9500
P2018,H8WV02107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0,37.43,-35.330002,0,0,0,5/8/18,Regular,Representative,U.S. House West Virginia District 2,WV,10000
P2018,H8OH02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,54.200001,-17.360001,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Ohio District 2,OH,5500
P2018,H8MA06133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,9/4/18,Regular,Representative,U.S. House Massachusetts District 6,MA,500
P2018,H8PA04090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,36.330002,-10.86,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 10,PA,7000
P2018,H8WV02115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,1,62.57,-35.330002,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House West Virginia District 2,WV,7250
P2018,H8AZ01237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0.0,0,0,0,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,53224
P2018,H8PA07119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,White,0,10.24,25.540001,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 5,PA,243
P2018,H8TX05094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,0.0,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,190183
P2018,H8NJ02216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House New Jersey District 2,NJ,12280
P2018,H8MI08102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,White,1,70.900002,-8.3299999,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Michigan District 8,MI,295543
P2018,H8AZ01229,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0.0,0,0,0,8/28/18,Regular,Representative,U.S. House Arizona District 1,AZ,39662
P2018,H8PA18157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,19.040001,-28.709999,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 14,PA,5000
P2018,H8VA07094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,White,1,72.68,-10.03,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Virginia District 7,VA,58450
P2018,H8NV04042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,Nonwhite,0,15.24,3.8199999,0,0,0,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,37500
P2018,H8IL15056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,37.900002,-44.630001,0,0,0,3/20/18,Regular,Representative,U.S. House Illinois District 15,IL,500
P2018,H8MN08043,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.7,0.0,On the Ballot,0,1,8/14/18,Regular,Representative,U.S. House Minnesota District 8,MN,192900
P2018,H8MI11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,White,1,27.0,-7.179999799999999,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Michigan District 11,MI,116039
P2018,H8TX21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0.0,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 21,TX,44500
P2018,H6AZ03112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0.0,0,0,0,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,2501
P2018,H8IN08141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,100.0,-32.509998,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Indiana District 8,IN,3500
P2018,H8CA39182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,White,0,20.440001,2.99,0,0,0,6/5/18,Regular,Representative,U.S. House California District 39,CA,5000
P2018,H8AZ08083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Nonwhite,1,60.220001,-24.559999,On the Ballot,0,1,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,171826
P2018,H8MI13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Nonwhite,1,33.200001,60.720001,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Michigan District 13,MI,127076
P2018,H8WI03103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,8/14/18,Regular,Representative,U.S. House Wisconsin District 3,WI,7000
P2018,H8IN03076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,79.099998,-35.48,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Indiana District 3,IN,5500
P2018,H8KS02157,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0.0,0,0,0,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,78775
P2018,H8PA15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,0.0,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2500
P2018,H8CA35115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House California District 35,CA,171
P2018,H8MO02208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,41.700001,-14.18,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Missouri District 2,MO,19500
P2018,H8NV04018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.1999998,3.8199999,0,0,0,6/12/18,Regular,Representative,U.S. House Nevada District 4,NV,5230
P2018,H8VA06070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,White,0,27.190001,-25.959999,0,0,0,6/12/18,Regular,Representative,U.S. House Virginia District 6,VA,250
P2018,S8WI00224,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0,0.0,On the Ballot,0,1,8/14/18,Regular,Senator,U.S. Senate Wisconsin,WI,4861750
P2018,H8FL06148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.4,0.0,On the Ballot,0,1,8/28/18,Regular,Representative,U.S. House Florida District 6,FL,776723
P2018,H8FL06122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0.0,0,0,0,8/28/18,Regular,Representative,U.S. House Florida District 6,FL,469395
P2018,S6AZ00233,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0.0,0,0,0,8/28/18,Regular,Senator,U.S. Senate Arizona,AZ,4217736
P2018,H8KS02199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.2,0.0,On the Ballot,0,1,8/7/18,Regular,Representative,U.S. House Kansas District 2,KS,1184378
P2018,H8IN09107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,White,1,66.400002,-26.83,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House Indiana District 9,IN,78800
P2018,H8NC06079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,White,1,77.199997,-16.73,On the Ballot,0,1,5/8/18,Regular,Representative,U.S. House North Carolina District 6,NC,1000
P2018,H8NJ11217,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.04,0.0,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House New Jersey District 11,NJ,150475
P2018,H6PA16338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,31.290001,-32.029999,0,0,0,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,2500
P2018,H8KS03122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,White,0,33.900002,-4.0100002,0,0,0,8/7/18,Regular,Representative,U.S. House Kansas District 3,KS,309424
P2018,H8NJ04188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,57.200001,-16.01,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House New Jersey District 4,NJ,11500
P2018,H8AZ08059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,White,0,39.720001,-24.559999,0,0,0,2/27/18,Special,Representative,U.S. House Arizona District 8,AZ,3425
P2018,H8TX07132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,White,0,19.16,-6.809999900000001,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 7,TX,11500
P2018,H8VA10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,White,1,41.889999,4.6900001,On the Ballot,0,1,6/12/18,Regular,Representative,U.S. House Virginia District 10,VA,51700
P2018,H8PA15229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,White,1,33.450001,0.07,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 7,PA,472115
P2018,H8MT01232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33.52,-21.41,On the Ballot,0,1,6/5/18,Regular,Representative,U.S. House Montana At-large District,MT,4500
P2018,H8SC07063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Nonwhite,1,41.299999,-19.23,On the Ballot,1,1,6/12/18,Regular,Representative,U.S. House South Carolina District 7,SC,500
P2018,S8UT00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,White,1,100.0,-28.1,On the Ballot,0,1,6/26/18,Regular,Senator,U.S. Senate Utah,UT,47000
P2018,H8TN06144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,0,22.059999,-49.110001,0,0,0,8/2/18,Regular,Representative,U.S. House Tennessee District 6,TN,805
P2018,H8PA11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,White,1,40.549999,-32.029999,On the Ballot,0,1,5/15/18,Regular,Representative,U.S. House Pennsylvania District 9,PA,38500
P2018,H8CA24150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63,0.0,0,0,0,6/5/18,Regular,Representative,U.S. House California District 24,CA,41000
P2018,H8TX05136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42,0.0,0,0,0,3/6/18,Regular,Representative,U.S. House Texas District 5,TX,74636
P2018,H8IL10123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0.0,0,0,0,3/20/18,Regular,Representative,U.S. House Illinois District 10,IL,6000
P2018,H8NJ02141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nonwhite,0,19.200001,-3.96,0,0,0,6/5/18,Regular,Representative,U.S. House New Jersey District 2,NJ,11500
P2018,H8CA48050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,White,0,1.6,-4.1799998,0,0,0,6/5/18,Regular,Representative,U.S. House California District 48,CA,250
